B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,CLASSNAME
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
2021,1346,365,631,565,1125,1961,2221,2180,2440,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2196,1517,546,854,811,1335,2088,2376,2382,2586,5
2039,1194,330,594,480,1232,2538,2785,2676,3077,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2039,1194,330,594,480,1232,2538,2785,2676,3077,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2242,1565,607,845,927,1395,2191,2427,2552,2702,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
2021,1346,349,614,575,1125,1961,2221,2140,2440,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
1972,1251,280,539,446,1146,2121,2375,2350,2592,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
2242,1565,607,845,927,1395,2191,2427,2552,2702,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2021,1346,365,631,565,1125,1961,2221,2180,2440,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
1972,1251,280,539,446,1146,2121,2375,2350,2592,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
1972,1251,280,539,446,1146,2121,2375,2350,2592,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
1972,1251,280,539,446,1146,2121,2375,2350,2592,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
1999,1280,291,512,458,1172,2104,2391,2254,2657,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2207,1380,639,978,888,1384,2593,2815,2700,3076,5
2207,1380,639,978,888,1384,2593,2815,2700,3076,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
1999,1280,291,512,458,1172,2104,2391,2254,2657,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
1972,1251,280,539,446,1146,2121,2375,2350,2592,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2207,1380,639,978,888,1384,2593,2815,2700,3076,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1999,1280,291,512,458,1172,2104,2391,2254,2657,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2021,1346,349,614,575,1125,1961,2221,2140,2440,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2021,1346,349,614,575,1125,1961,2221,2140,2440,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
2021,1346,365,631,565,1125,1961,2221,2180,2440,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2202,1425,623,868,968,1367,2163,2369,2326,2595,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2196,1517,546,854,811,1335,2088,2376,2382,2586,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2021,1346,349,614,575,1125,1961,2221,2140,2440,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
2039,1194,330,594,480,1232,2538,2785,2676,3077,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2207,1380,639,978,888,1384,2593,2815,2700,3076,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2196,1517,546,854,811,1335,2088,2376,2382,2586,5
2196,1517,546,854,811,1335,2088,2376,2382,2586,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2207,1380,639,978,888,1384,2593,2815,2700,3076,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2039,1194,348,658,519,1232,2538,2785,2676,3077,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2021,1346,349,614,575,1125,1961,2221,2140,2440,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
1997,1237,294,571,478,1198,2213,2408,2280,2661,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
1997,1237,288,586,531,1198,2213,2408,2316,2661,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2242,1565,569,849,873,1395,2191,2427,2424,2702,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
2170,1447,589,808,895,1361,2200,2387,2286,2639,5
1972,1251,292,539,432,1146,2121,2375,2292,2592,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
2056,1301,351,633,551,1222,2175,2400,2302,2722,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
2039,1194,348,658,519,1232,2538,2785,2676,3077,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
2196,1517,471,815,738,1335,2088,2376,2378,2586,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
1972,1251,342,562,515,1146,2121,2375,2288,2592,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
1999,1280,291,512,458,1172,2104,2391,2254,2657,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2039,1194,348,658,519,1232,2538,2785,2676,3077,5
2068,1354,350,588,598,1165,2026,2286,2172,2520,5
2196,1517,546,854,811,1335,2088,2376,2382,2586,5
2170,1447,702,902,1044,1361,2200,2387,2426,2639,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
1999,1280,303,650,539,1172,2104,2391,2300,2657,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
2068,1354,377,648,572,1165,2026,2286,2186,2520,5
2196,1517,546,854,811,1335,2088,2376,2382,2586,5
2056,1301,321,617,550,1222,2175,2400,2496,2722,5
2236,1499,520,960,847,1389,2297,2468,2478,2792,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
1999,1280,291,512,458,1172,2104,2391,2254,2657,5
2242,1565,607,845,927,1395,2191,2427,2552,2702,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
1999,1280,291,512,458,1172,2104,2391,2254,2657,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2175,1484,469,766,744,1296,2230,2439,2298,2615,5
2202,1425,601,996,926,1367,2163,2369,2436,2595,5
2068,1354,401,641,579,1165,2026,2286,2218,2520,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
1997,1237,318,558,522,1198,2213,2408,2398,2661,5
2068,1354,364,609,610,1165,2026,2286,2202,2520,5
2056,1301,369,599,541,1222,2175,2400,2332,2722,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
2056,1301,300,626,566,1222,2175,2400,2414,2722,5
1997,1237,306,602,506,1198,2213,2408,2366,2661,5
1972,1251,343,557,549,1146,2121,2375,2338,2592,5
1999,1280,282,533,475,1172,2104,2391,2306,2657,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
2021,1346,322,622,543,1125,1961,2221,2066,2440,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2236,1499,557,862,813,1389,2297,2468,2460,2792,5
2021,1346,372,628,599,1125,1961,2221,2166,2440,5
1999,1280,301,612,526,1172,2104,2391,2230,2657,5
2175,1484,419,771,686,1296,2230,2439,2358,2615,5
2184,1400,285,548,587,1207,2053,2351,2230,2629,5
3201,2730,1372,1722,2090,2318,2805,2866,2778,3098,6
3967,3635,1842,2420,2824,3109,3328,3498,3350,3497,6
3661,3359,1666,2178,2698,2898,3015,3192,3074,3223,6
3906,3463,1966,2464,2942,3146,3305,3378,3352,3594,6
3797,3574,1678,2232,2626,3031,3126,3222,3028,3303,6
3805,3515,1692,2206,2706,3042,3071,3236,2976,3315,6
3553,3293,1688,2192,2662,2862,2960,3031,2938,3196,6
3597,3368,1736,2164,2678,2944,2999,3038,2922,3262,6
3789,3468,1722,2236,2674,3075,3133,3214,3034,3352,6
3301,2806,1262,1582,1990,2386,2880,3099,3032,3231,6
3620,3265,1678,2258,2740,3045,3122,3243,3186,3340,6
3929,3605,1836,2396,2844,3305,3326,3459,3240,3579,6
3805,3515,1692,2206,2706,3042,3071,3236,2976,3315,6
3661,3359,1678,2170,2630,2898,3015,3192,2928,3223,6
3797,3574,1678,2232,2626,3031,3126,3222,3028,3303,6
3643,3410,1768,2292,2658,2930,2972,3057,3046,3222,6
3906,3463,1966,2464,2942,3146,3305,3378,3352,3594,6
3994,3648,1844,2424,2844,3301,3382,3481,3264,3598,6
3835,3506,1726,2204,2712,3063,3089,3198,3010,3394,6
3967,3635,1842,2420,2824,3109,3328,3498,3350,3497,6
3994,3648,2018,2544,3052,3301,3382,3481,3396,3598,6
3620,3265,1678,2258,2740,3045,3122,3243,3186,3340,6
3967,3635,1834,2392,2876,3109,3328,3498,3388,3497,6
3643,3410,1768,2292,2658,2930,2972,3057,3046,3222,6
3858,3514,1906,2494,2912,3129,3323,3364,3334,3546,6
3553,3293,1652,2136,2566,2862,2960,3031,2844,3196,6
2814,2473,1294,1680,2048,1782,2136,2325,2522,2373,6
3069,2446,1234,1614,1978,2120,2821,3135,2998,3329,6
3639,3386,1750,2188,2644,2944,2958,3152,2944,3242,6
3805,3515,1684,2200,2690,3042,3071,3236,3016,3315,6
3994,3648,2018,2544,3052,3301,3382,3481,3396,3598,6
3858,3514,1950,2522,3000,3129,3323,3364,3364,3546,6
3978,3669,1914,2450,2942,3269,3394,3494,3266,3654,6
3858,3514,1906,2494,2912,3129,3323,3364,3334,3546,6
3789,3468,1734,2242,2670,3075,3133,3214,3034,3352,6
3797,3574,1820,2316,2788,3031,3126,3222,3094,3303,6
3794,3489,1688,2258,2618,3032,3133,3179,3044,3347,6
3858,3514,1750,2310,2788,3129,3323,3364,3110,3546,6
3301,2806,1262,1582,1990,2386,2880,3099,3032,3231,6
3929,3605,2020,2512,3018,3305,3326,3459,3418,3579,6
3906,3463,1928,2426,2900,3146,3305,3378,3400,3594,6
3661,3359,1686,2186,2684,2898,3015,3192,3034,3223,6
3834,3446,1672,2174,2630,2965,3195,3347,3106,3497,6
3797,3574,1738,2260,2720,3031,3126,3222,3060,3303,6
3553,3293,1676,2166,2576,2862,2960,3031,2830,3196,6
3279,2788,1076,1390,1714,2404,2875,3112,2890,3300,6
3835,3506,1754,2216,2728,3063,3089,3198,3024,3394,6
3920,3586,1966,2432,3018,3220,3405,3480,3362,3565,6
3794,3489,1616,2138,2596,3032,3133,3179,3038,3347,6
3620,3265,1702,2200,2742,3045,3122,3243,3144,3340,6
3835,3506,1678,2230,2666,3063,3089,3198,3078,3394,6
3929,3605,2020,2512,3018,3305,3326,3459,3418,3579,6
3797,3574,1738,2260,2720,3031,3126,3222,3060,3303,6
3643,3410,1756,2192,2674,2930,2972,3057,3006,3222,6
3929,3605,2036,2564,3020,3305,3326,3459,3416,3579,6
3639,3386,1776,2258,2736,2944,2958,3152,3056,3242,6
3967,3635,1726,2218,2642,3109,3328,3498,2966,3497,6
3069,2446,1282,1696,2004,2120,2821,3135,2944,3329,6
3301,2806,1262,1582,1990,2386,2880,3099,3032,3231,6
3279,2788,1340,1866,2134,2404,2875,3112,2890,3300,6
3891,3575,2024,2574,3022,3273,3323,3470,3454,3586,6
3929,3605,1826,2384,2824,3305,3326,3459,3242,3579,6
3967,3635,1842,2420,2824,3109,3328,3498,3350,3497,6
3620,3265,1702,2200,2742,3045,3122,3243,3144,3340,6
3794,3489,1764,2230,2750,3032,3133,3179,3040,3347,6
3789,3468,1766,2258,2692,3075,3133,3214,3056,3352,6
3639,3386,1716,2286,2610,2944,2958,3152,3034,3242,6
4080,3791,1926,2416,2890,3300,3323,3486,3282,3517,6
3597,3368,1736,2164,2678,2944,2999,3038,2922,3262,6
3891,3575,1790,2328,2806,3273,3323,3470,3128,3586,6
3906,3463,1966,2464,2942,3146,3305,3378,3352,3594,6
3891,3575,1990,2568,3044,3273,3323,3470,3396,3586,6
3729,3372,1780,2338,2742,3053,3104,3163,3196,3285,6
3805,3515,1676,2248,2742,3042,3071,3236,3074,3315,6
3620,3265,1702,2200,2742,3045,3122,3243,3144,3340,6
3789,3468,1734,2242,2670,3075,3133,3214,3034,3352,6
3597,3368,1736,2164,2678,2944,2999,3038,2922,3262,6
3759,3416,1664,2138,2600,2978,3092,3165,3028,3403,6
3978,3669,1914,2450,2942,3269,3394,3494,3266,3654,6
3797,3574,1678,2232,2626,3031,3126,3222,3028,3303,6
3639,3386,1750,2188,2644,2944,2958,3152,2944,3242,6
3597,3368,1780,2192,2696,2944,2999,3038,2996,3262,6
3789,3468,1766,2258,2692,3075,3133,3214,3056,3352,6
4042,3753,1874,2366,2836,3383,3313,3380,3270,3504,6
3789,3468,1766,2258,2692,3075,3133,3214,3056,3352,6
3661,3359,1674,2120,2570,2898,3015,3192,2846,3223,6
3597,3368,1736,2164,2678,2944,2999,3038,2922,3262,6
3620,3265,1678,2258,2740,3045,3122,3243,3186,3340,6
3069,2446,1234,1614,1978,2120,2821,3135,2998,3329,6
3805,3515,1676,2248,2742,3042,3071,3236,3074,3315,6
3789,3468,1722,2236,2674,3075,3133,3214,3034,3352,6
4080,3791,1918,2436,2968,3300,3323,3486,3254,3517,6
3978,3669,1960,2562,3042,3269,3394,3494,3420,3654,6
