B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,CLASSNAME
786,1238,1122,1617,2211,2537,2136,2583,1508,975,1
744,1310,1224,1802,2098,2288,2248,2430,1344,897,1
753,1234,1202,1802,2098,2288,2228,2430,1344,897,1
623,1070,965,1617,2211,2537,2642,2583,1508,975,1
750,1310,1260,1639,2440,2813,2722,2962,1753,1194,1
664,1272,1150,1639,2440,2813,2272,2962,1753,1194,1
787,1270,1152,1802,2098,2288,2210,2430,1344,897,1
883,1386,1244,1887,2190,2365,2364,2618,1755,1292,1
787,1270,1152,1802,2098,2288,2210,2430,1344,897,1
814,1374,1166,1887,2055,2228,2240,2319,1312,944,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
786,1238,1122,1617,2211,2537,2136,2583,1508,975,1
814,1374,1166,1887,2055,2228,2240,2319,1312,944,1
744,1310,1224,1802,2098,2288,2248,2430,1344,897,1
787,1270,1152,1802,2098,2288,2210,2430,1344,897,1
780,1228,1186,1617,2211,2537,2150,2583,1508,975,1
780,1228,1186,1617,2211,2537,2150,2583,1508,975,1
797,1356,1274,1889,2149,2358,2364,2585,1998,1564,1
744,1236,1332,1840,2197,2396,2222,2498,1652,1288,1
814,1374,1166,1887,2055,2228,2240,2319,1312,944,1
956,1366,1442,1887,2190,2365,2472,2618,1755,1292,1
797,1356,1274,1889,2149,2358,2364,2585,1998,1564,1
737,1226,1100,1562,2194,2604,2176,2802,1509,957,1
623,1070,965,1617,2211,2537,2642,2583,1508,975,1
817,1328,1152,1887,2055,2228,2212,2319,1312,944,1
797,1356,1274,1889,2149,2358,2364,2585,1998,1564,1
830,1322,1188,1887,2055,2228,2136,2319,1312,944,1
681,1058,959,1617,2211,2537,2646,2583,1508,975,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
550,1009,941,1562,2194,2604,2690,2802,1509,957,1
956,1366,1442,1887,2190,2365,2472,2618,1755,1292,1
817,1328,1152,1887,2055,2228,2212,2319,1312,944,1
565,1168,1003,1639,2440,2813,2722,2962,1753,1194,1
780,1228,1186,1617,2211,2537,2150,2583,1508,975,1
883,1386,1244,1887,2190,2365,2364,2618,1755,1292,1
737,1226,1100,1562,2194,2604,2176,2802,1509,957,1
753,1234,1202,1802,2098,2288,2228,2430,1344,897,1
729,1264,1152,1887,2055,2228,2098,2319,1312,944,1
550,1009,941,1562,2194,2604,2690,2802,1509,957,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
816,1292,1174,1820,2086,2299,2236,2498,1654,1176,1
787,1270,1152,1802,2098,2288,2210,2430,1344,897,1
883,1386,1244,1887,2190,2365,2364,2618,1755,1292,1
750,1310,1260,1639,2440,2813,2722,2962,1753,1194,1
623,1070,965,1617,2211,2537,2642,2583,1508,975,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
737,1226,1100,1562,2194,2604,2176,2802,1509,957,1
780,1228,1186,1617,2211,2537,2150,2583,1508,975,1
664,1272,1150,1639,2440,2813,2272,2962,1753,1194,1
883,1386,1244,1887,2190,2365,2364,2618,1755,1292,1
550,1009,941,1562,2194,2604,2690,2802,1509,957,1
550,1009,941,1562,2194,2604,2690,2802,1509,957,1
565,1168,1003,1639,2440,2813,2722,2962,1753,1194,1
753,1234,1202,1802,2098,2288,2228,2430,1344,897,1
830,1322,1188,1887,2055,2228,2136,2319,1312,944,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
797,1312,1216,1840,2197,2396,2258,2498,1652,1288,1
803,1298,1190,1840,2197,2396,2272,2498,1652,1288,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
884,1310,1232,1887,2190,2365,2266,2618,1755,1292,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
565,1168,1003,1639,2440,2813,2722,2962,1753,1194,1
883,1386,1244,1887,2190,2365,2364,2618,1755,1292,1
553,1009,969,1562,2194,2604,2808,2802,1509,957,1
744,1310,1224,1802,2098,2288,2248,2430,1344,897,1
884,1310,1232,1887,2190,2365,2266,2618,1755,1292,1
803,1298,1190,1840,2197,2396,2272,2498,1652,1288,1
718,1266,1160,1802,2098,2288,2156,2430,1344,897,1
718,1266,1160,1802,2098,2288,2156,2430,1344,897,1
718,1266,1160,1802,2098,2288,2156,2430,1344,897,1
816,1292,1174,1820,2086,2299,2236,2498,1654,1176,1
718,1266,1160,1802,2098,2288,2156,2430,1344,897,1
744,1236,1332,1840,2197,2396,2222,2498,1652,1288,1
729,1264,1152,1887,2055,2228,2098,2319,1312,944,1
787,1270,1152,1802,2098,2288,2210,2430,1344,897,1
675,1274,1202,1562,2194,2604,2242,2802,1509,957,1
830,1322,1188,1887,2055,2228,2136,2319,1312,944,1
729,1264,1152,1887,2055,2228,2098,2319,1312,944,1
884,1310,1232,1887,2190,2365,2266,2618,1755,1292,1
729,1264,1152,1887,2055,2228,2098,2319,1312,944,1
817,1328,1152,1887,2055,2228,2212,2319,1312,944,1
681,1058,959,1617,2211,2537,2646,2583,1508,975,1
718,1266,1160,1802,2098,2288,2156,2430,1344,897,1
664,1272,1150,1639,2440,2813,2272,2962,1753,1194,1
669,1106,1072,1569,2122,2370,2354,2476,1558,991,1
803,1298,1190,1840,2197,2396,2272,2498,1652,1288,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
884,1310,1232,1887,2190,2365,2266,2618,1755,1292,1
830,1322,1188,1887,2055,2228,2136,2319,1312,944,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
797,1356,1274,1889,2149,2358,2364,2585,1998,1564,1
884,1310,1232,1887,2190,2365,2266,2618,1755,1292,1
956,1366,1442,1887,2190,2365,2472,2618,1755,1292,1
718,1266,1160,1802,2098,2288,2156,2430,1344,897,1
725,1234,1192,1820,2086,2299,2210,2498,1654,1176,1
780,1228,1186,1617,2211,2537,2150,2583,1508,975,1
956,1366,1442,1887,2190,2365,2472,2618,1755,1292,1
797,1312,1216,1840,2197,2396,2258,2498,1652,1288,1
716,1144,1118,1639,2440,2813,2986,2962,1753,1194,1
956,1366,1442,1887,2190,2365,2472,2618,1755,1292,1
446,971,887,1462,2312,2650,2886,2879,1697,1054,1
816,1292,1174,1820,2086,2299,2236,2498,1654,1176,1
814,1374,1166,1887,2055,2228,2240,2319,1312,944,1
786,1238,1122,1617,2211,2537,2136,2583,1508,975,1
681,1058,959,1617,2211,2537,2646,2583,1508,975,1
786,1238,1122,1617,2211,2537,2136,2583,1508,975,1
744,1310,1224,1802,2098,2288,2248,2430,1344,897,1
814,1374,1166,1887,2055,2228,2240,2319,1312,944,1
961,1414,1578,1889,2149,2358,2444,2585,1998,1564,1
829,1204,1282,1820,2086,2299,2270,2498,1654,1176,1
553,1009,969,1562,2194,2604,2808,2802,1509,957,1
830,1322,1188,1887,2055,2228,2136,2319,1312,944,1
729,1264,1152,1887,2055,2228,2098,2319,1312,944,1
884,1310,1232,1887,2190,2365,2266,2618,1755,1292,1
737,1226,1100,1562,2194,2604,2176,2802,1509,957,1
816,1292,1174,1820,2086,2299,2236,2498,1654,1176,1
675,1274,1202,1562,2194,2604,2242,2802,1509,957,1
729,1264,1152,1887,2055,2228,2098,2319,1312,944,1
961,1414,1578,1889,2149,2358,2444,2585,1998,1564,1
977,1360,1158,1940,3026,3480,3820,3437,2631,1949,2
1023,1354,1168,1805,3035,3580,3826,3622,2393,1618,2
1112,1452,1316,1875,2706,3116,3250,3168,2542,1899,2
1270,1588,1604,1940,3026,3480,3018,3437,2631,1949,2
1278,1588,1618,1940,3026,3480,2966,3437,2631,1949,2
1310,1608,1606,1915,2983,3332,2836,3432,2497,1863,2
1084,1418,1262,1800,3154,3625,3732,3874,2531,1722,2
1270,1588,1604,1940,3026,3480,3018,3437,2631,1949,2
1308,1608,1622,1875,2706,3116,2802,3168,2542,1899,2
1394,1704,1844,2090,2323,2523,2464,2654,2582,2270,2
1250,1604,1592,1915,2983,3332,2952,3432,2497,1863,2
1270,1588,1604,1940,3026,3480,3018,3437,2631,1949,2
977,1360,1158,1940,3026,3480,3820,3437,2631,1949,2
977,1360,1158,1940,3026,3480,3820,3437,2631,1949,2
1180,1504,1448,1951,2557,2743,2858,2931,2325,1780,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
731,1106,970,1468,2775,3522,3270,3356,2156,1405,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
878,1186,1134,1527,2591,2971,2708,3066,2131,1484,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
694,1026,840,1468,2775,3522,3442,3356,2156,1405,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
731,1106,970,1468,2775,3522,3270,3356,2156,1405,2
878,1186,1134,1527,2591,2971,2708,3066,2131,1484,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
731,1106,970,1468,2775,3522,3270,3356,2156,1405,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
913,1226,1210,1594,2209,2381,2410,2523,2253,1772,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
913,1226,1210,1594,2209,2381,2410,2523,2253,1772,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
731,1106,970,1468,2775,3522,3270,3356,2156,1405,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
694,1026,840,1468,2775,3522,3442,3356,2156,1405,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
788,1162,1058,1527,2591,2971,3098,3066,2131,1484,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
788,1162,1058,1527,2591,2971,3098,3066,2131,1484,2
694,1026,840,1468,2775,3522,3442,3356,2156,1405,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
913,1226,1210,1594,2209,2381,2410,2523,2253,1772,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
731,1106,970,1468,2775,3522,3270,3356,2156,1405,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
878,1186,1134,1527,2591,2971,2708,3066,2131,1484,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
878,1186,1134,1527,2591,2971,2708,3066,2131,1484,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
731,1106,970,1468,2775,3522,3270,3356,2156,1405,2
788,1162,1058,1527,2591,2971,3098,3066,2131,1484,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1140,1390,1456,2131,2381,2626,2322,2588,2274,1950,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
913,1226,1210,1594,2209,2381,2410,2523,2253,1772,2
913,1226,1210,1594,2209,2381,2410,2523,2253,1772,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
973,1246,1278,1789,2185,2370,2326,2418,2343,2013,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1410,1700,1580,1714,2785,3105,3130,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
913,1226,1210,1594,2209,2381,2410,2523,2253,1772,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
788,1162,1058,1527,2591,2971,3098,3066,2131,1484,2
679,1011,818,1369,2744,3308,3430,3262,2172,1410,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
664,1044,836,1522,2692,3171,3816,3346,2256,1582,2
1176,1462,1508,2161,2456,2684,2458,2672,2148,1872,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1266,1544,1648,2316,2576,2736,2510,2747,2236,1897,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
973,1192,1272,1789,2185,2370,2166,2418,2343,2013,2
1310,1588,1688,2161,2456,2684,2420,2672,2148,1872,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1262,1582,1682,2316,2576,2736,2430,2747,2236,1897,2
1252,1534,1614,1798,2446,2551,2272,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
788,1162,1058,1527,2591,2971,3098,3066,2131,1484,2
807,1096,969,1522,2692,3171,3200,3346,2256,1582,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
1260,1522,1588,2006,2646,2798,2612,2977,2306,1823,2
1012,1314,1332,1798,2446,2551,2360,2761,2082,1604,2
1128,1406,1328,1798,2446,2551,2548,2761,2082,1604,2
1256,1534,1576,1714,2785,3105,2426,3250,2159,1553,2
878,1186,1134,1527,2591,2971,2708,3066,2131,1484,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
943,1322,1168,1714,2785,3105,3648,3250,2159,1553,2
1015,1354,1234,1714,2785,3105,3002,3250,2159,1553,2
1432,1770,1516,1798,2446,2551,2852,2761,2082,1604,2
